verbs,words,metric
"[{'verb': 'авылдан', 'description': {'V': 'авылдан', 'Arg(агенс)': 'аны'}, 'tags': ['O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Соңыннан', 'авылдан', 'алган', 'малайның', 'тарихын', 'искә', 'төшереп,', 'ул', 'аны', 'тәрбияләү', 'өчен', 'алган', 'һәм', 'кулга', 'алынган', 'явызлыкны', 'шултиклем', 'кыйнаган', 'ки,', 'имгәнү', 'сәбәпле', 'эш', 'башланган']",0.5
"[{'verb': 'алдаганын', 'description': {'V': 'алдаганын', 'Arg(пациенс)': 'аңа', 'Arg(агенс)': 'аңа'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'V', 'O']}]","['Соңыннан', 'ул', 'Шулер', 'белән', 'хикәяне', 'искә', 'төшерде,', 'ул', 'аңа', 'акча', 'югалтты,', 'вексель', 'бирде', 'һәм', 'үзе', 'шикаять', 'бирде,', 'ул', 'аны', 'алдаганын', 'исбатлады']",0.6
"[{'verb': '', 'description': {'Arg(предмет высказывания)': 'бу'}, 'tags': ['O', 'O', 'O', 'Arg(предмет высказывания)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Соңра', 'Хәфсә', 'шатлыгыннан', 'бу', 'эшне', 'Гаишәгә', 'сөйләде,', 'Гаишә', 'расүл', 'хозурына', 'килде']",0.2
"[{'verb': 'Николайны', 'description': {'V': 'Николайны', 'Arg(содержание мысли)': 'белмәгән,', 'Arg(конечный посессор)': 'аңа', 'Arg(субъект перемещения)': 'аңа', 'Arg(тема)': 'аңа'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(конечный посессор)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'Arg(содержание мысли)']}]","['Ул', 'Сергей', 'Иваныч', 'абыйсы', 'белән', 'оятсыз', 'процессны', 'искә', 'төшерде,', 'аңа', 'ана', 'милегеннән', 'өлеш', 'түләмәгән', 'кебек;', 'соңгы', 'эш,', 'ул', 'Көнбатыш', 'төбәгенә', 'хезмәт', 'итәргә', 'киткән', 'һәм', 'анда', 'старшинага', 'китергән', 'кыйнаулар', 'өчен', 'судка', 'эләккән,', 'ләкин', 'Левинга', 'ул', 'үзен', 'Николайны', 'белмәгәннәр', 'дип', 'санамаган', 'Левин,', 'аның', 'бөтен', 'тарихын', 'белмәгән,', 'йөрәген', 'белмәгән']",0.5
"[{'verb': 'үзе', 'description': {'V': 'үзе', 'Arg(эталон)': 'табигатенә', 'Arg(причина)': 'эзләгәндә,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(причина)', 'O', 'Arg(эталон)', 'O', 'O', 'Arg(причина)', 'O', 'O', 'Arg(причина)', 'O', 'Arg(эталон)', 'V', 'Arg(причина)', 'O', 'O', 'O', 'O']}]","['Левин', 'Николайның', 'диндарлык', 'чорында,', 'уразалар,', 'монахлар,', 'чиркәү', 'хезмәтләре', 'чорында,', 'диндә', 'ярдәм', 'эзләгәндә,', 'дәртле', 'табигатенә', 'каршы', 'йөдәтүләр', 'эзләгәндә,', 'аны', 'беркем', 'дә', 'хупламаганын,', 'ә', 'үзе', 'дә,', 'аңардан', 'көлгәнен', 'исендә', 'тоткан']",0.75
"[{'verb': 'ул', 'description': {'V': 'ул', 'Arg(пациенс)': 'атадылар;'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Аны', 'мыскыл', 'иттеләр,', 'Нух', 'монах', 'дип', 'атадылар;', 'ул', 'ертылгач,', 'аңа', 'беркем', 'дә', 'булышмады,', 'барысы', 'да', 'коточкыч', 'һәм', 'җирәнгеч', 'булды']",0.67
"[{'verb': 'нәфрәт', 'description': {'V': 'нәфрәт', 'Arg(эталон)': 'кешеләргә', 'Arg(причина)': 'аны'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(причина)', 'V', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'O']}]","['Левин', 'кардәш', 'Николайның', 'үз', 'күңелендә,', 'үз', 'тормышының', 'бар', 'буталчыклыгына', 'карамастан,', 'аны', 'нәфрәт', 'иткән', 'кешеләргә', 'караганда', 'ялгышрак', 'булмаганын', 'сизгән']",0.75
"[{'verb': '', 'description': {'Arg(содержание мысли)': 'яхшы'}, 'tags': ['O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O']}]","['Ләкин', 'ул', 'һәрвакыт', 'яхшы', 'булырга', 'теләгән']",0.33
"[{'verb': 'унберенче', 'description': {'V': 'унберенче', 'Arg(говорящий)': 'мин', 'Arg(субъект психологического состояния)': 'мин', 'Arg(причина)': 'аны', 'Arg(субъект ментального состояния)': 'мин', 'Arg(агенс)': 'мин', 'Arg(эталон)': 'кунакханә', 'Arg(конечная точка)': 'янына', 'Arg(субъект перемещения)': 'мин', 'Arg(место)': 'күрсәтелгән'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'Arg(причина)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'V', 'O', 'Arg(эталон)', 'Arg(конечная точка)', 'O', 'O']}]","['»', 'Мин', 'аңа', 'барысын', 'да', 'әйтәм,', 'барысын', 'да', 'әйтәм,', 'һәм', 'мин', 'аны', 'яратам', 'һәм', 'шуңа', 'күрә', 'аңлыйм"",–', 'дип', 'карар', 'итте', 'Левин', 'үзе', 'белән,', 'адреста', 'күрсәтелгән', 'унберенче', 'сәгатьтә', 'кунакханә', 'янына', 'килеп', 'җиткәч']",0.91
"[{'verb': 'дип', 'description': {'V': 'дип'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O']}]","['–', 'Өстә', '12нче', 'һәм', '13нче,', '-', 'дип', 'җавап', 'бирде', 'швейцар', 'Левин', 'соравына']",0.5
"[{'verb': 'тавышы', 'description': {'V': 'тавышы', 'Arg(субъект перемещения)': 'куе'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['12', 'нче', 'номерның', 'ишеге', 'ярым', 'ясалган', 'иде,', 'һәм', 'аннан,', 'яктылык', 'полосасында,', 'начар', 'һәм', 'зәгыйфь', 'тәмәкенең', 'куе', 'төтене', 'чыкты', 'һәм', 'таныш', 'булмаган', 'Левин', 'тавышы', 'ишетелде;', 'ләкин', 'Левин', 'шунда', 'ук', 'аның', 'йөткерүен', 'ишетте;', 'ул', 'аның', 'йөткерүен', 'ишетте']",0.5
"[{'verb': '', 'description': {'Arg(тема)': 'тавыш:–барысы', 'Arg(говорящий)': 'тавыш:–барысы', 'Arg(эталон)': 'һәм', 'Arg(пациенс)': 'тавыш:–барысы', 'Arg(содержание действия)': 'акыллы'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'O']}]","['Ишеккә', 'кергәч,', 'таныш', 'булмаган', 'тавыш:–барысы', 'да', 'эшнең', 'акыллы', 'һәм', 'аңлы', 'рәвештә', 'алып', 'барылуына', 'бәйле']",0.71
"[{'verb': 'утырганын', 'description': {'V': 'утырганын', 'Arg(место)': 'диванда'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'V', 'O', 'O']}]","['Константин', 'Левин', 'ишек', 'төбенә', 'күз', 'салып,', 'поддевкадагы', 'егет,', 'ә', 'йонлы', 'күлмәк', 'киеп,', 'диванда', 'утырганын', 'күреп', 'алды']",0.4
"[{'verb': 'яши', 'description': {'V': 'яши'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Константинның', 'йөрәге', 'авырткан,', 'чөнки', 'аның', 'абыйсы', 'чит', 'кешеләр', 'арасында', 'яши']",0.25
"[{'verb': 'беркем', 'description': {'V': 'беркем'}, 'tags': ['O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Аны', 'беркем', 'дә', 'ишетмәгән', 'һәм', 'Константин,', 'калошины', 'алып,', 'хуҗасының', 'поддевкада', 'әйткән', 'сүзләренә', 'колак', 'салган']",0.25
"[{'verb': '', 'description': {'Arg(пациенс)': 'Ярар,'}, 'tags': ['Arg(пациенс)', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O']}]","['-', 'Ярар,', 'аларның', 'дери,', 'өстенлекле', 'класслар,', '-', 'диде', 'бертуган', 'тавышы']",0.5
"[{'verb': 'Дмитрич,', 'description': {'V': 'Дмитрич,', 'Arg(говорящий)': '-'}, 'tags': ['V', 'O', 'O', 'O', 'V', 'V', 'O', 'O']}]","['-', 'Ниндидер', 'барин,', 'Николай', 'Дмитрич,', '-', 'диде', 'ул']",0.67
"[{'verb': 'дип', 'description': {'V': 'дип'}, 'tags': ['O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'O']}]","['–', 'Бу', 'мин,', '-', 'дип', 'җавап', 'бирде', 'Константин', 'Левин']",0.33
"[{'verb': 'белән', 'description': {'V': 'белән', 'Arg(место)': 'ишекләрендә', 'Arg(субъект восприятия)': 'фигурасын,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(место)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'Arg(субъект восприятия)', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}]","['Аның', 'нәрсәгә', 'эләккәнен', 'ишеткәч,', 'Левин', 'ишекләрендә', 'шулкадәр', 'таныш', 'булганын', 'һәм', 'үзенең', 'кыргыйлыгы', 'һәм', 'газаплылыгы', 'белән', 'туганының', 'зур,', 'нечкә,', 'бөкләнгән', 'фигурасын,', 'аның', 'зур', 'курку', 'күзләре', 'белән', 'күргәнен', 'күргән']",0.75
"[{'verb': 'күргәндә', 'description': {'V': 'күргәндә', 'Arg(эталон)': 'тапкыр', 'Arg(стимул)': 'аны'}, 'tags': ['O', 'O', 'O', 'Arg(стимул)', 'O', 'Arg(эталон)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'Константин', 'Левин', 'аны', 'соңгы', 'тапкыр', 'күргәндә', 'өч', 'ел', 'элек', 'тагын', 'да', 'начаррак', 'иде']",0.75
"[{'verb': 'ук', 'description': {'V': 'ук', 'Arg(начальная точка)': 'мыеклары'}, 'tags': ['O', 'O', 'O', 'V', 'O', 'Arg(начальная точка)', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Чәчләре', 'сирәгәя,', 'шул', 'ук', 'туры', 'мыеклары', 'иреннәренә', 'эленгән,', 'шул', 'ук', 'күзләре', 'кергән', 'кешегә', 'сәер', 'һәм', 'беркатлы', 'караган']",0.5
"[{'verb': '', 'description': {'Arg(конечная точка)': 'яшь', 'Arg(субъект перемещения)': 'Константинга', 'Arg(агенс)': 'Константинга', 'Arg(содержание действия)': 'таныш'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ләкин', 'шул', 'ук', 'секундта', 'ул', 'яшь', 'кешегә', 'борылып', 'карады', 'һәм', 'Константинга', 'аның', 'башы', 'һәм', 'муены', 'белән', 'таныш', 'хәрәкәт', 'ясады,', 'галстук', 'аны', 'кыскан', 'кебек;', 'бөтенләй', 'башка,', 'кыргый,', 'газаплы', 'һәм', 'рәхимсез', 'сүзләр', 'аның', 'исхудал', 'йөзендә', 'туктады']",0.8
"[{'verb': 'һәм', 'description': {'V': 'һәм', 'Arg(содержание мысли)': 'да'}, 'tags': ['V', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'V', 'O', 'O']}]","['-', 'Мин', 'сезгә', 'дә,', 'Сергей', 'Иванычка', 'да', 'яздым,', 'сезне', 'белмим', 'һәм', 'белергә', 'теләмим']",0.67
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'аның'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Аның', 'характерындагы', 'иң', 'авыр', 'һәм', 'иң', 'ямьсез', 'нәрсә,', 'аның', 'белән', 'аралашу', 'шулкадәр', 'авыр', 'булды,', 'ул', 'аның', 'турында', 'уйлаганда', 'Константин', 'Левин', 'онытылды;', 'хәзер', 'аның', 'йөзен', 'күргәч,', 'аеруча', 'башының', 'кысылуы,', 'ул', 'барысын', 'да', 'искә', 'төшерде']",0.33
"[{'verb': '-', 'description': {'V': '-', 'Arg(говорящий)': 'диде'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'Arg(говорящий)', 'O', 'O']}]","['–Мин', 'сине', 'бернәрсә', 'өчен', 'дә', 'күрергә', 'тиеш', 'түгел"",', '-', 'диде', 'ул', 'оялчан']",0.67
"[{'verb': 'борылып', 'description': {'V': 'борылып'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}]","['Һәм', 'ул', 'үз', 'гадәте', 'белән', 'бүлмәдәге', 'һәркемгә', 'борылып', 'карады']",0.5
"[{'verb': 'кычкырган', 'description': {'V': 'кычкырган', 'Arg(субъект перемещения)': 'хатынның', 'Arg(говорящий)': 'ул:', 'Arg(эталон)': 'әйттем»,'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'Arg(эталон)', 'V', 'O', 'V']}]","['Ишек', 'төбендә', 'басып', 'торган', 'хатынның', 'китүен', 'күргәч,', 'ул:', '«туктагыз,', 'мин', 'әйттем»,', '-', 'дип', 'кычкырган']",0.8
"[{'verb': 'университеттан', 'description': {'V': 'университеттан', 'Arg(говорящий)': 'ул', 'Arg(пациенс перемещения)': 'ул', 'Arg(начальная точка)': 'аны', 'Arg(агенс)': 'ул', 'Arg(тема)': 'ул', 'Arg(статус)': 'мәктәбенә', 'Arg(место)': 'якшәмбе'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'V', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'O', 'O', 'Arg(говорящий)', 'O', 'Arg(статус)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Константин', 'белгән', 'әңгәмәдән', 'аңлашылмаучанлык', 'белән', 'ул', 'Крицкийның', 'бертуганына', 'кабат', 'күз', 'салып', 'сөйли', 'башлады:', 'ничек', 'аны', 'университеттан', 'куып', 'чыгардылар,', 'чөнки', 'ул', 'фәкыйрь', 'студентларга', 'ярдәм', 'җәмгыяте', 'булдырды', 'һәм', 'якшәмбе', 'мәктәпләре,', 'аннары', 'ул', 'халык', 'мәктәбенә', 'укытучы', 'булып', 'эшләде,', 'аннан', 'ничек', 'куып', 'чыгардылар', 'һәм', 'нәрсә', 'өчен', 'хөкем', 'иттеләр']",0.73
"[{'verb': 'иде,', 'description': {'V': 'иде,'}, 'tags': ['V', 'O', 'O', 'V', 'V', 'O', 'O', 'O']}]","['-', 'Әйе,', 'Киевский', 'иде,', '-', 'диде', 'Крицкий', 'ачуланып']",0.5
"[{'verb': 'Николай', 'description': {'V': 'Николай', 'Arg(содержание высказывания)': 'хатын,–'}, 'tags': ['Arg(содержание высказывания)', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O']}]","['–', 'Ә', 'бу', 'хатын,–', 'диде', 'Николай', 'Левин,', 'аңа', 'күрсәтеп,', '-', 'Минем', 'тормыш', 'дустым', 'Марья', 'Николаевна']",0.5
"[{'verb': '', 'description': {'Arg(пациенс перемещения)': 'моны', 'Arg(место)': 'борылды', 'Arg(содержание высказывания)': 'әйткәч'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс перемещения)', 'Arg(содержание высказывания)', 'O', 'Arg(место)']}]","['Мин', 'аны', 'өемнән', 'алдым–', 'һәм', 'ул', 'моны', 'әйткәч', 'муенына', 'борылды']",0.5
"[{'verb': 'яратам', 'description': {'V': 'яратам', 'Arg(субъект психологического состояния)': 'аны', 'Arg(содержание мысли)': 'аны', 'Arg(говорящий)': 'аны', 'Arg(эталон)': 'мине', 'Arg(агенс)': 'аны'}, 'tags': ['O', 'O', 'Arg(субъект психологического состояния)', 'V', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O']}]","['–', 'Тик', 'аны', 'яратам', 'һәм', 'хөрмәт', 'итәм,', 'мине', 'белергә', 'теләүчеләрнең', 'барысына', 'да,', '-', 'дип', 'өстәде', 'ул,', 'тавышын', 'күтәреп', 'һәм', 'кабынып,', '-', 'аны', 'яратуыгызны', 'һәм', 'хөрмәт', 'итүегезне', 'сорыйм']",0.86
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'син', 'Arg(агенс)': 'син', 'Arg(пациенс)': 'кем'}, 'tags': ['O', 'O', 'Arg(субъект ментального состояния)', 'Arg(пациенс)', 'O', 'O', 'O', 'O']}]","['Менә', 'шулай,', 'син', 'кем', 'белән', 'эш', 'итүеңне', 'беләсең']",0.75
"[{'verb': '', 'description': {'Arg(причина)': 'күзләре'}, 'tags': ['O', 'O', 'Arg(причина)', 'O', 'O', 'O', 'O']}]","['Тагын', 'аның', 'күзләре', 'сорау', 'белән', 'һәркемне', 'йөгерде']",0.33
"[{'verb': 'күрсәтте', 'description': {'V': 'күрсәтте'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['–', 'Менә', 'күрәсеңме', 'Али-ул', 'бүлмә', 'почмагында', 'игезәкләр', 'белән', 'бәйләнгән', 'тимер', 'барларны', 'күрсәтте']",0.33
"[{'verb': '', 'description': {'Arg(субъект восприятия)': 'ул', 'Arg(субъект психологического состояния)': 'ул', 'Arg(субъект ментального состояния)': 'ул', 'Arg(эталон)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект восприятия)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'аның', 'газаплы,', 'чәчле', 'йөзенә', 'карады,', 'һәм', 'ул', 'аны', 'тагын', 'да', 'кызганды', 'һәм', 'абыйсының', 'артель', 'турында', 'сөйләгәннәрен', 'тыңларга', 'мәҗбүр', 'итә', 'алмады']",0.57
"[{'verb': '', 'description': {'Arg(агенс)': 'эшчегә', 'Arg(субъект ментального состояния)': 'эшчегә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Николай', 'Левин', 'болай', 'дип', 'дәвам', 'итте:–син', 'капиталның', 'эшчегә', 'басым', 'ясавын', 'беләсең,', '-', 'безнең', 'эшчеләр,', 'ир-атлар,', 'авыр', 'хезмәт', 'куялар', 'һәм', 'күпме', 'генә', 'хезмәт', 'куйсалар', 'да,', 'үз', 'терлекләреннән', 'чыга', 'алмыйлар']",0.4
"[{'verb': '', 'description': {'Arg(исходный посессор)': 'хезмәт'}, 'tags': ['O', 'Arg(исходный посессор)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Барлык', 'хезмәт', 'хакы', 'ханымнары', 'да', 'үз', 'хәлләрен', 'яхшырта,', 'ял', 'һәм', 'шуның', 'нәтиҗәсендә', 'белем', 'ала,', 'артык', 'түләүләр', 'алардан', 'капиталистлар', 'тарафыннан', 'тартып', 'алына']",0.2
"[{'verb': 'булачак', 'description': {'V': 'булачак'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['Җәмгыять', 'шулай', 'булды,', 'алар', 'күбрәк', 'эшләсәләр,', 'сәүдәгәрләр,', 'җир', 'хуҗалары,', 'һәм', 'алар', 'булачак', 'терлекләр', 'эшчеләр', 'һәрвакыт']",0.25
"[{'verb': 'кирәк,', 'description': {'V': 'кирәк,', 'Arg(говорящий)': '-'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Бу', 'тәртипне', 'дә', 'үзгәртергә', 'кирәк,', '-', 'диде', 'ул', 'һәм', 'сорау', 'белән', 'абыйсына', 'карады']",1.0
"[{'verb': '-', 'description': {'V': '-'}, 'tags': ['O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['–', 'Әйе,', 'әлбәттә,', '-', 'диде', 'Константин,', 'абыйсының', 'гаҗәеп', 'яңак', 'сөякләре', 'астында', 'чыгыш', 'ясаган', 'кызарып']",0.5
"[{'verb': 'артелен', 'description': {'V': 'артелен', 'Arg(результат)': 'слесарь', 'Arg(эталон)': 'барысы'}, 'tags': ['V', 'O', 'O', 'Arg(результат)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O']}]","['-', 'Һәм', 'без', 'слесарь', 'артелен', 'оештырабыз,', 'анда', 'бөтен', 'производство,', 'барыш', 'һәм,', 'иң', 'мөһиме,', 'җитештерү', 'коралы,', 'барысы', 'да', 'гомуми', 'булачак']",0.75
"[{'verb': 'карады', 'description': {'V': 'карады'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Константин', 'Левин', 'бу', 'вакыт', 'эчендә', 'караңгы', 'һәм', 'пычрак', 'бүлмәне', 'карады']",0.5
"[{'verb': 'карашларыгызны', 'description': {'V': 'карашларыгызны', 'Arg(содержание мысли)': 'аристократик'}, 'tags': ['V', 'O', 'O', 'O', 'Arg(содержание мысли)', 'V', 'O']}]","['-', 'Сергей', 'Иваныч', 'белән', 'аристократик', 'карашларыгызны', 'беләм']",1.0
"[{'verb': 'куллана', 'description': {'V': 'куллана'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}]","['Ул', 'бар', 'көчен', 'булган', 'явызлыкны', 'аклар', 'өчен', 'куллана', 'икәнен', 'беләм']",0.33
"[{'verb': 'кайтты', 'description': {'V': 'кайтты'}, 'tags': ['O', 'O', 'O', 'O', 'V']}]","['Бу', 'вакытта', 'Мария', 'Николаевна', 'кайтты']",0.5
"[{'verb': 'карады', 'description': {'V': 'карады'}, 'tags': ['O', 'O', 'O', 'O', 'V']}]","['Николай', 'Левин', 'аңа', 'ачуланып', 'карады']",0.5
"[{'verb': 'пышылдады', 'description': {'V': 'пышылдады'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Ул', 'аңа', 'тиз', 'мөрәҗәгать', 'итте', 'һәм', 'нәрсә', 'пышылдады']",0.25
"[{'verb': 'аның', 'description': {'V': 'аның', 'Arg(говорящий)': '-', 'Arg(адресат)': 'мин'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(адресат)', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['–', 'Мин', 'сәламәт', 'түгел,', 'мин', 'ачуландым,', '-', 'диде', 'тынычланып', 'һәм', 'авыр', 'сулап,', 'Николай', 'Левин,', '-', 'аннары', 'син', 'миңа', 'Сергей', 'Иваныч', 'һәм', 'аның', 'мәкаләсе', 'турында', 'сөйлисең']",0.75
"[{'verb': 'сөйләшергә', 'description': {'V': 'сөйләшергә'}, 'tags': ['O', 'O', 'O', 'V', 'O', 'O', 'O', 'V', 'O']}]","['–', 'Мин', 'укымадым,', '-', 'диде', 'Крицкий,', 'күрәсең,', 'сөйләшергә', 'теләмәгән']",0.25
"[{'verb': 'беләм', 'description': {'V': 'беләм', 'Arg(содержание мысли)': 'зәгыйфь'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'V']}]","['Ләкин', 'мин', 'бүтән', 'нәрсә,', 'аның', 'уйлары', 'аша', 'күрәм', 'һәм', 'ни', 'өчен', 'зәгыйфь', 'икәнен', 'беләм']",0.5
"[{'verb': '', 'description': {'Arg(говорящий)': '-'}, 'tags': ['O', 'O', 'Arg(говорящий)', 'O', 'O']}]","['""Начар', 'да"",', '-', 'диде', 'ул']",0.5
"[{'verb': '', 'description': {'Arg(стимул)': 'аны', 'Arg(пациенс перемещения)': 'аны'}, 'tags': ['O', 'O', 'Arg(стимул)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(стимул)', 'O', 'O', 'O']}]","['–', 'Мин', 'аны', 'күрәм', 'бит', 'ләкин', 'бу', 'вакытта', 'Крицкий', 'аны', 'ишек', 'төбендә', 'чакырды']",0.5
"[{'verb': '', 'description': {'Arg(предмет мысли)': 'аңа'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(предмет мысли)', 'O', 'O']}]","['Марья', 'Николаевна', 'белән', 'ялгызы', 'калып,', 'Левин', 'аңа', 'мөрәҗәгать', 'итә']",0.25
"[{'verb': 'диде', 'description': {'V': 'диде', 'Arg(агенс)': 'ул', 'Arg(говорящий)': 'ул'}, 'tags': ['O', 'O', 'V', 'Arg(агенс)']}]","['Күп', 'эчү"",', 'диде', 'ул']",1.0
